user,subfolder,decision,rationale
carson-m,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
cash-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
cash-m,bankruptcy,PII/LEGAL,Bankruptcy proceedings — litigation sensitive
cash-m,connect_deletes,SYSTEM,Connector delete log — system artefact
cash-m,contacts,CONTENT-MISMATCH,Address book — not email
cash-m,daishowa,INCLUDED,Daishowa counterparty — business
cash-m,data_protection,PII/LEGAL,Data protection records — legally sensitive
cash-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
cash-m,ei_execs,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
cash-m,ethics_ljm_notre_dame,PII/LEGAL,LJM ethics matter — litigation sensitive
cash-m,garden_state_paper,INCLUDED,Garden State Paper — counterparty
cash-m,general_research,INCLUDED,Business research correspondence
cash-m,hr_risk_management,INCLUDED,Risk management — business operations
cash-m,ibuyit,INCLUDED,iBuyIt procurement — business
cash-m,inbox,INCLUDED,Primary received mail — standard business email
cash-m,meeting_invites_confirms,INCLUDED,Meeting invitations — business
cash-m,msa_revisions,INCLUDED,MSA revision correspondence — business
cash-m,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
cash-m,n_form,INCLUDED,N-form regulatory filing — business
cash-m,organizational_announcements,INCLUDED,Org announcements — business
cash-m,outlook_migration,INCLUDED,Outlook migration project correspondence
cash-m,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
cash-m,phone_lists,CONTENT-MISMATCH,"Phone directory — not email, PII risk"
cash-m,play_group,INCLUDED,Business playgroup / team coordination
cash-m,prc,INCLUDED,Performance Review Committee — business correspondence
cash-m,project_50,INCLUDED,Project 50 — business project
cash-m,resumes_for_recruiting,PII/LEGAL,Recruiting CVs — sensitive third-party PII
cash-m,sent,INCLUDED,Sent mail variant — standard business email
cash-m,sent_items,INCLUDED,Primary sent mail — standard business email
cash-m,star_wars,INCLUDED,Star Wars project codename — business
causholli-m,calendar,CONTENT-MISMATCH,Calendar entries — not email
causholli-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
causholli-m,inbox,INCLUDED,Primary received mail — standard business email
causholli-m,sent_items,INCLUDED,Primary sent mail — standard business email
corman-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
corman-s,calendar,CONTENT-MISMATCH,Calendar entries — not email
corman-s,communications,INCLUDED,Business communications
corman-s,contacts,CONTENT-MISMATCH,Address book — not email
corman-s,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
corman-s,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
corman-s,inbox,INCLUDED,Primary received mail — standard business email
corman-s,ingaastudy,INCLUDED,INGAA study — regulatory research
corman-s,marketingaffiliate,INCLUDED,Marketing affiliate — business
corman-s,osha,INCLUDED,OSHA compliance operations
corman-s,sent_items,INCLUDED,Primary sent mail — standard business email
crandell-s,calendar,CONTENT-MISMATCH,Calendar entries — not email
crandell-s,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
crandell-s,inbox,INCLUDED,Primary received mail — standard business email
crandell-s,sent_items,INCLUDED,Primary sent mail — standard business email
crandell-s,to_do,CONTENT-MISMATCH,To-do list — not email
cuilla-m,10_fantasy,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
cuilla-m,12_fantasy,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
cuilla-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
cuilla-m,bernhardt,PII/LEGAL,Named individual — PII
cuilla-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
cuilla-m,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
cuilla-m,inbox,INCLUDED,Primary received mail — standard business email
cuilla-m,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
cuilla-m,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
cuilla-m,sent,INCLUDED,Sent mail variant — standard business email
cuilla-m,sent_items,INCLUDED,Primary sent mail — standard business email
cuilla-m,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
dasovich-j,ab_1890_group,INCLUDED,AB 1890 regulatory group — public policy
dasovich-j,administrative,INCLUDED,Administrative correspondence
dasovich-j,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
dasovich-j,benefits,PII/LEGAL,HR benefits records — sensitive PII
dasovich-j,billing_issues,INCLUDED,Customer billing correspondence — business
dasovich-j,boomerang,INCLUDED,Boomerang project — business
dasovich-j,budget,PII/LEGAL,Budget records — financially sensitive
dasovich-j,calendar,CONTENT-MISMATCH,Calendar entries — not email
dasovich-j,california_crisis,INCLUDED,California energy crisis business correspondence
dasovich-j,california_crisis__press,INCLUDED,California crisis press correspondence
dasovich-j,cfee,INCLUDED,CFEE — business
dasovich-j,commercial_opportunities_task_force,INCLUDED,Business task force correspondence
dasovich-j,cross_border_task_force,INCLUDED,Cross-border task force
dasovich-j,csu_fresno,INCLUDED,CSU Fresno — university relations
dasovich-j,data,INCLUDED,Business data correspondence
dasovich-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
dasovich-j,dell,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
dasovich-j,distributed_generation,INCLUDED,Energy distributed generation — business
dasovich-j,eci,INCLUDED,ECI counterparty correspondence
dasovich-j,edson,PII/LEGAL,Named individual — PII
dasovich-j,edwards_air_force,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
dasovich-j,energymarketplace,INCLUDED,Energy marketplace — business
dasovich-j,gas_accord,INCLUDED,Gas Accord regulatory matter
dasovich-j,general_rate_case_s_,INCLUDED,General rate case — regulatory
dasovich-j,gspp_conference,INCLUDED,Conference/speaking engagement
dasovich-j,inbox,INCLUDED,Primary received mail — standard business email
dasovich-j,interconnection,INCLUDED,Grid interconnection correspondence
dasovich-j,jennifer,PII/LEGAL,Named individual (first name) — PII
dasovich-j,legislation,INCLUDED,Energy legislation affairs
dasovich-j,magruder,PII/LEGAL,Named individual — PII
dasovich-j,market_structure__task_force,INCLUDED,Market structure task force
dasovich-j,mba_program,PII/LEGAL,Individual education records — PII
dasovich-j,mba__accounting,PII/LEGAL,Individual education records — PII
dasovich-j,mba__advanced_finance,PII/LEGAL,Individual education records — PII
dasovich-j,mba__analysis_of_financial_information,PII/LEGAL,Individual education — PII
dasovich-j,mba__e_commerce,PII/LEGAL,Individual education — PII
dasovich-j,mba__finance,PII/LEGAL,Individual education — PII
dasovich-j,mba__finance_study_group,PII/LEGAL,Individual education — PII
dasovich-j,mba__financial_reporting,PII/LEGAL,Individual education — PII
dasovich-j,mba__macroeconomics,PII/LEGAL,Individual education — PII
dasovich-j,mba__managerial_accting,PII/LEGAL,Individual education — PII
dasovich-j,mba__marketing,PII/LEGAL,Individual education — PII
dasovich-j,mba__mpar,PII/LEGAL,Individual education — PII
dasovich-j,mba__quant,PII/LEGAL,Individual education — PII
dasovich-j,mexico,INCLUDED,Mexico operations business correspondence
dasovich-j,natural_gas_strategy,INCLUDED,Natural gas strategy correspondence
dasovich-j,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
dasovich-j,ofos,INCLUDED,OFOS market operations
dasovich-j,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
dasovich-j,pg_e_hydro_sale,INCLUDED,PG&E hydro sale — business transaction
dasovich-j,pg_e_pbr,INCLUDED,PG&E performance-based rate — regulatory
dasovich-j,press_releases,INCLUDED,Press releases — business
dasovich-j,renewables,INCLUDED,Renewables energy business
dasovich-j,resco,INCLUDED,RESCO counterparty correspondence
dasovich-j,risk_analytics,INCLUDED,Risk analytics business correspondence
dasovich-j,roseman_creek,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
dasovich-j,sent,INCLUDED,Sent mail variant — standard business email
dasovich-j,sent_items,INCLUDED,Primary sent mail — standard business email
dasovich-j,speeches,INCLUDED,Speech drafts — public business communication
dasovich-j,telecom,INCLUDED,Telecommunications business
dasovich-j,to_do,CONTENT-MISMATCH,To-do list — not email
dasovich-j,water,INCLUDED,Water business operations
dasovich-j,wptf,INCLUDED,Western Power Trading Forum
davis-d,2_trash,SYSTEM,Trash bin — system artefact
davis-d,accting,PII/LEGAL,Accounting records — financially sensitive
davis-d,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
davis-d,church,PII/LEGAL,Personal religious correspondence — PII
davis-d,dana_s_extras,PII/LEGAL,Named individual extras — PII
davis-d,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
davis-d,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
davis-d,finanial_operations,INCLUDED,Financial operations — business
davis-d,friends,PII/LEGAL,Personal friends correspondence — PII
davis-d,fun,INCLUDED,Fun/humour emails — legitimate ham
davis-d,fyi,INCLUDED,FYI distribution — business
davis-d,inbox,INCLUDED,Primary received mail — standard business email
davis-d,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
davis-d,performance_review,PII/LEGAL,Performance review — HR sensitive
davis-d,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
davis-d,sap,INCLUDED,SAP enterprise system — business
davis-d,save_the_date,INCLUDED,Event coordination — business
davis-d,sent,INCLUDED,Sent mail variant — standard business email
davis-d,sent_items,INCLUDED,Primary sent mail — standard business email
davis-d,vacation,PII/LEGAL,Personal vacation records — PII
davis-d,vargas_becton_lamb,PII/LEGAL,Named individuals — PII
davis-d,vargas_becton_lamb_galvan,PII/LEGAL,Named individuals — PII
davis-d,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
dean-c,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
dean-c,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
dean-c,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
dean-c,inbox,INCLUDED,Primary received mail — standard business email
dean-c,info,INCLUDED,Information distribution correspondence
dean-c,info2,INCLUDED,Information distribution — business
dean-c,info3,INCLUDED,Information distribution — business
dean-c,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
dean-c,sent,INCLUDED,Sent mail variant — standard business email
dean-c,sent_items,INCLUDED,Primary sent mail — standard business email
dean-c,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
delainey-d,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
delainey-d,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
delainey-d,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
delainey-d,inbox,INCLUDED,Primary received mail — standard business email
delainey-d,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
delainey-d,sent,INCLUDED,Sent mail variant — standard business email
delainey-d,sent_items,INCLUDED,Primary sent mail — standard business email
delainey-d,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
derrick-j,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
derrick-j,calendar,CONTENT-MISMATCH,Calendar entries — not email
derrick-j,contacts,CONTENT-MISMATCH,Address book — not email
derrick-j,corpgen,INCLUDED,Corp general — business
derrick-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
derrick-j,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
derrick-j,inbox,INCLUDED,Primary received mail — standard business email
derrick-j,leg_conf_topics,INCLUDED,Legislative conference topics — business
derrick-j,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
derrick-j,sent,INCLUDED,Sent mail variant — standard business email
derrick-j,sent_items,INCLUDED,Primary sent mail — standard business email
derrick-j,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
dickson-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
dickson-s,pictures,CONTENT-MISMATCH,Image attachments folder — not email text
dickson-s,sent,INCLUDED,Sent mail variant — standard business email
